BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	1
Frequency:    	240 Hz
Frames:       	5640
Start time:   	0.000

 Frame	  Time	    l gr.X	    l gr.Y	    l gr.Z	
   242	 1.008	       NaN	       NaN	       NaN	
   243	 1.013	       NaN	       NaN	       NaN	
   244	 1.017	       NaN	       NaN	       NaN	
   245	 1.021	       NaN	       NaN	       NaN	
   246	 1.025	       NaN	       NaN	       NaN	
   247	 1.029	       NaN	       NaN	       NaN	
   248	 1.033	       NaN	       NaN	       NaN	
   249	 1.038	       NaN	       NaN	       NaN	
   250	 1.042	       NaN	       NaN	       NaN	
   251	 1.046	       NaN	       NaN	       NaN	
   252	 1.050	       NaN	       NaN	       NaN	
   253	 1.054	       NaN	       NaN	       NaN	
   254	 1.058	       NaN	       NaN	       NaN	
   255	 1.063	       NaN	       NaN	       NaN	
   256	 1.067	       NaN	       NaN	       NaN	
   257	 1.071	       NaN	       NaN	       NaN	
   258	 1.075	       NaN	       NaN	       NaN	
   259	 1.079	       NaN	       NaN	       NaN	
   260	 1.083	       NaN	       NaN	       NaN	
   261	 1.087	       NaN	       NaN	       NaN	
   262	 1.092	       NaN	       NaN	       NaN	
   263	 1.096	       NaN	       NaN	       NaN	
   264	 1.100	       NaN	       NaN	       NaN	
   265	 1.104	       NaN	       NaN	       NaN	
   266	 1.108	       NaN	       NaN	       NaN	
   267	 1.112	       NaN	       NaN	       NaN	
   268	 1.117	       NaN	       NaN	       NaN	
   269	 1.121	       NaN	       NaN	       NaN	
   270	 1.125	       NaN	       NaN	       NaN	
   271	 1.129	       NaN	       NaN	       NaN	
   272	 1.133	       NaN	       NaN	       NaN	
   273	 1.138	       NaN	       NaN	       NaN	
   274	 1.142	       NaN	       NaN	       NaN	
   275	 1.146	       NaN	       NaN	       NaN	
   276	 1.150	       NaN	       NaN	       NaN	
   277	 1.154	       NaN	       NaN	       NaN	
   278	 1.158	       NaN	       NaN	       NaN	
   279	 1.163	       NaN	       NaN	       NaN	
   280	 1.167	       NaN	       NaN	       NaN	
   281	 1.171	       NaN	       NaN	       NaN	
   282	 1.175	       NaN	       NaN	       NaN	
   283	 1.179	       NaN	       NaN	       NaN	
   284	 1.183	       NaN	       NaN	       NaN	
   285	 1.188	       NaN	       NaN	       NaN	
   286	 1.192	       NaN	       NaN	       NaN	
   287	 1.196	       NaN	       NaN	       NaN	
   288	 1.200	       NaN	       NaN	       NaN	
   289	 1.204	       NaN	       NaN	       NaN	
   290	 1.208	       NaN	       NaN	       NaN	
   291	 1.212	       NaN	       NaN	       NaN	
   292	 1.217	       NaN	       NaN	       NaN	
   293	 1.221	       NaN	       NaN	       NaN	
   294	 1.225	       NaN	       NaN	       NaN	
   295	 1.229	       NaN	       NaN	       NaN	
   296	 1.233	       NaN	       NaN	       NaN	
   297	 1.237	       NaN	       NaN	       NaN	
   298	 1.242	       NaN	       NaN	       NaN	
   299	 1.246	       NaN	       NaN	       NaN	
   300	 1.250	       NaN	       NaN	       NaN	
   301	 1.254	       NaN	       NaN	       NaN	
   302	 1.258	       NaN	       NaN	       NaN	
   303	 1.263	       NaN	       NaN	       NaN	
   304	 1.267	       NaN	       NaN	       NaN	
   305	 1.271	       NaN	       NaN	       NaN	
   306	 1.275	       NaN	       NaN	       NaN	
   307	 1.279	       NaN	       NaN	       NaN	
   308	 1.283	       NaN	       NaN	       NaN	
   309	 1.288	       NaN	       NaN	       NaN	
   310	 1.292	       NaN	       NaN	       NaN	
   311	 1.296	       NaN	       NaN	       NaN	
   312	 1.300	       NaN	       NaN	       NaN	
   313	 1.304	       NaN	       NaN	       NaN	
   314	 1.308	       NaN	       NaN	       NaN	
   315	 1.313	       NaN	       NaN	       NaN	
   316	 1.317	       NaN	       NaN	       NaN	
   317	 1.321	       NaN	       NaN	       NaN	
   318	 1.325	       NaN	       NaN	       NaN	
   319	 1.329	       NaN	       NaN	       NaN	
   320	 1.333	       NaN	       NaN	       NaN	
   321	 1.337	       NaN	       NaN	       NaN	
   322	 1.342	       NaN	       NaN	       NaN	
   323	 1.346	       NaN	       NaN	       NaN	
   324	 1.350	       NaN	       NaN	       NaN	
   325	 1.354	       NaN	       NaN	       NaN	
   326	 1.358	       NaN	       NaN	       NaN	
   327	 1.362	       NaN	       NaN	       NaN	
   328	 1.367	       NaN	       NaN	       NaN	
   329	 1.371	       NaN	       NaN	       NaN	
   330	 1.375	       NaN	       NaN	       NaN	
   331	 1.379	       NaN	       NaN	       NaN	
   332	 1.383	       NaN	       NaN	       NaN	
   333	 1.388	       NaN	       NaN	       NaN	
   334	 1.392	       NaN	       NaN	       NaN	
   335	 1.396	       NaN	       NaN	       NaN	
   336	 1.400	       NaN	       NaN	       NaN	
   337	 1.404	       NaN	       NaN	       NaN	
   338	 1.408	       NaN	       NaN	       NaN	
   339	 1.413	       NaN	       NaN	       NaN	
   340	 1.417	       NaN	       NaN	       NaN	
   341	 1.421	       NaN	       NaN	       NaN	
   342	 1.425	       NaN	       NaN	       NaN	
   343	 1.429	       NaN	       NaN	       NaN	
   344	 1.433	       NaN	       NaN	       NaN	
   345	 1.438	       NaN	       NaN	       NaN	
   346	 1.442	       NaN	       NaN	       NaN	
   347	 1.446	       NaN	       NaN	       NaN	
   348	 1.450	       NaN	       NaN	       NaN	
   349	 1.454	       NaN	       NaN	       NaN	
   350	 1.458	       NaN	       NaN	       NaN	
   351	 1.462	       NaN	       NaN	       NaN	
   352	 1.467	       NaN	       NaN	       NaN	
   353	 1.471	       NaN	       NaN	       NaN	
   354	 1.475	       NaN	       NaN	       NaN	
   355	 1.479	       NaN	       NaN	       NaN	
   356	 1.483	       NaN	       NaN	       NaN	
   357	 1.487	       NaN	       NaN	       NaN	
   358	 1.492	       NaN	       NaN	       NaN	
   359	 1.496	       NaN	       NaN	       NaN	
   360	 1.500	       NaN	       NaN	       NaN	
   361	 1.504	       NaN	       NaN	       NaN	
   362	 1.508	       NaN	       NaN	       NaN	
   363	 1.513	       NaN	       NaN	       NaN	
   364	 1.517	       NaN	       NaN	       NaN	
   365	 1.521	       NaN	       NaN	       NaN	
   366	 1.525	       NaN	       NaN	       NaN	
   367	 1.529	       NaN	       NaN	       NaN	
   368	 1.533	       NaN	       NaN	       NaN	
   369	 1.538	       NaN	       NaN	       NaN	
   370	 1.542	       NaN	       NaN	       NaN	
   371	 1.546	       NaN	       NaN	       NaN	
   372	 1.550	       NaN	       NaN	       NaN	
   373	 1.554	       NaN	       NaN	       NaN	
   374	 1.558	       NaN	       NaN	       NaN	
   375	 1.563	       NaN	       NaN	       NaN	
   376	 1.567	     0.947	     0.006	    -0.840	
   377	 1.571	     0.886	     0.006	    -0.758	
   378	 1.575	     0.872	     0.005	    -0.691	
   379	 1.579	     0.822	     0.005	    -0.657	
   380	 1.583	     0.875	     0.006	    -0.802	
   381	 1.587	     0.880	     0.006	    -0.770	
   382	 1.592	     0.806	     0.006	    -0.679	
   383	 1.596	     0.881	     0.006	    -0.796	
   384	 1.600	     0.921	     0.006	    -0.788	
   385	 1.604	     0.989	     0.007	    -0.945	
   386	 1.608	     0.734	     0.006	    -0.640	
   387	 1.612	     0.996	     0.007	    -0.958	
   388	 1.617	     0.826	     0.005	    -0.608	
   389	 1.621	     0.772	     0.006	    -0.631	
   390	 1.625	     0.875	     0.006	    -0.814	
   391	 1.629	     0.874	     0.006	    -0.802	
   392	 1.633	     0.806	     0.006	    -0.684	
   393	 1.638	     0.881	     0.006	    -0.808	
   394	 1.642	     0.771	     0.005	    -0.581	
   395	 1.646	     0.739	     0.006	    -0.635	
   396	 1.650	     0.811	     0.006	    -0.690	
   397	 1.654	     0.818	     0.006	    -0.738	
   398	 1.658	     0.817	     0.006	    -0.690	
   399	 1.663	     0.875	     0.006	    -0.820	
   400	 1.667	     0.699	     0.005	    -0.515	
   401	 1.671	     0.927	     0.006	    -0.794	
   402	 1.675	     0.801	     0.006	    -0.701	
   403	 1.679	     0.696	     0.006	    -0.565	
   404	 1.683	     0.874	     0.006	    -0.802	
   405	 1.688	     1.085	     0.007	    -1.094	
   406	 1.692	     0.765	     0.005	    -0.542	
   407	 1.696	     0.817	     0.006	    -0.679	
   408	 1.700	     0.676	     0.005	    -0.521	
   409	 1.704	     0.988	     0.006	    -0.903	
   410	 1.708	     0.806	     0.006	    -0.695	
   411	 1.712	     0.909	     0.006	    -0.806	
   412	 1.717	     0.765	     0.005	    -0.547	
   413	 1.721	     0.817	     0.006	    -0.690	
   414	 1.725	     0.811	     0.006	    -0.684	
   415	 1.729	     0.876	     0.007	    -0.875	
   416	 1.733	     0.908	     0.006	    -0.752	
   417	 1.737	     0.811	     0.006	    -0.684	
   418	 1.742	     0.695	     0.005	    -0.507	
   419	 1.746	     0.875	     0.006	    -0.820	
   420	 1.750	     0.806	     0.006	    -0.701	
   421	 1.754	     0.734	     0.006	    -0.640	
   422	 1.758	     0.863	     0.007	    -0.820	
   423	 1.763	     0.805	     0.005	    -0.641	
   424	 1.767	     0.728	     0.006	    -0.597	
   425	 1.771	     0.705	     0.006	    -0.600	
   426	 1.775	     0.869	     0.007	    -0.820	
   427	 1.779	     0.811	     0.006	    -0.690	
   428	 1.783	     0.734	     0.006	    -0.645	
   429	 1.788	     0.700	     0.006	    -0.565	
   430	 1.792	     0.765	     0.005	    -0.547	
   431	 1.796	     0.817	     0.006	    -0.690	
   432	 1.800	     0.843	     0.006	    -0.706	
   433	 1.804	     0.767	     0.006	    -0.655	
   434	 1.808	     0.817	     0.006	    -0.700	
   435	 1.813	     0.696	     0.006	    -0.609	
   436	 1.817	     0.760	     0.005	    -0.557	
   437	 1.821	     0.777	     0.006	    -0.655	
   438	 1.825	     0.915	     0.006	    -0.824	
   439	 1.829	     0.896	     0.006	    -0.770	
   440	 1.833	     0.762	     0.006	    -0.669	
   441	 1.837	     0.806	     0.006	    -0.706	
   442	 1.842	     0.756	     0.005	    -0.567	
   443	 1.846	     0.772	     0.006	    -0.664	
   444	 1.850	     0.817	     0.006	    -0.706	
   445	 1.854	     0.734	     0.006	    -0.665	
   446	 1.858	     0.902	     0.006	    -0.782	
   447	 1.862	     0.849	     0.006	    -0.765	
   448	 1.867	     0.841	     0.005	    -0.651	
   449	 1.871	     1.193	     0.006	    -1.059	
   450	 1.875	     0.794	     0.005	    -0.625	
   451	 1.879	     1.148	     0.007	    -1.110	
   452	 1.883	     0.848	     0.006	    -0.717	
   453	 1.888	     0.902	     0.006	    -0.782	
   454	 1.892	     0.725	     0.005	    -0.577	
   455	 1.896	     0.915	     0.006	    -0.836	
   456	 1.900	     1.027	     0.006	    -0.935	
   457	 1.904	     0.903	     0.006	    -0.830	
   458	 1.908	     0.903	     0.006	    -0.830	
   459	 1.913	     1.034	     0.006	    -0.921	
   460	 1.917	     0.840	     0.005	    -0.597	
   461	 1.921	     0.915	     0.006	    -0.824	
   462	 1.925	     0.832	     0.006	    -0.717	
   463	 1.929	     0.896	     0.006	    -0.782	
   464	 1.933	     1.027	     0.006	    -0.907	
   465	 1.938	     0.838	     0.006	    -0.760	
   466	 1.942	     0.831	     0.005	    -0.651	
   467	 1.946	     0.849	     0.006	    -0.760	
   468	 1.950	     1.020	     0.006	    -0.921	
   469	 1.954	     0.832	     0.006	    -0.711	
   470	 1.958	     1.012	     0.006	    -0.852	
   471	 1.962	     0.756	     0.005	    -0.600	
   472	 1.967	     0.836	     0.005	    -0.651	
   473	 1.971	     0.848	     0.006	    -0.700	
   474	 1.975	     1.027	     0.006	    -0.901	
   475	 1.979	     0.959	     0.007	    -0.908	
   476	 1.983	     0.927	     0.006	    -0.825	
   477	 1.987	     1.021	     0.007	    -0.970	
   478	 1.992	     0.690	     0.005	    -0.507	
   479	 1.996	     0.837	     0.006	    -0.690	
   480	 2.000	     0.832	     0.006	    -0.701	
   481	 2.004	     0.897	     0.006	    -0.800	
   482	 2.008	     0.837	     0.006	    -0.684	
   483	 2.013	     0.891	     0.006	    -0.812	
   484	 2.017	     0.756	     0.005	    -0.581	
   485	 2.021	     1.027	     0.006	    -0.887	
   486	 2.025	     0.885	     0.006	    -0.819	
   487	 2.029	     1.178	     0.007	    -1.084	
   488	 2.033	     1.014	     0.007	    -0.949	
   489	 2.037	     0.884	     0.006	    -0.740	
   490	 2.042	     0.836	     0.005	    -0.618	
   491	 2.046	     0.903	     0.006	    -0.788	
   492	 2.050	     1.013	     0.006	    -0.887	
   493	 2.054	     0.752	     0.006	    -0.640	
   494	 2.058	     0.897	     0.006	    -0.782	
   495	 2.063	     1.021	     0.007	    -0.942	
   496	 2.067	     1.006	     0.006	    -0.887	
   497	 2.071	     0.842	     0.005	    -0.662	
   498	 2.075	     1.014	     0.007	    -0.936	
   499	 2.079	     1.013	     0.006	    -0.873	
   500	 2.083	     0.890	     0.006	    -0.727	
   501	 2.088	     0.904	     0.006	    -0.837	
   502	 2.092	     0.930	     0.005	    -0.720	
   503	 2.096	     1.013	     0.006	    -0.866	
   504	 2.100	     1.114	     0.007	    -1.051	
   505	 2.104	     1.021	     0.006	    -0.936	
   506	 2.108	     1.112	     0.006	    -0.954	
   507	 2.112	     1.330	     0.007	    -1.194	
   508	 2.117	     0.826	     0.005	    -0.646	
   509	 2.121	     1.416	     0.006	    -1.204	
   510	 2.125	     1.327	     0.006	    -1.096	
   511	 2.129	     1.105	     0.007	    -1.019	
   512	 2.133	     0.999	     0.006	    -0.852	
   513	 2.138	     1.322	     0.007	    -1.198	
   514	 2.142	     1.013	     0.006	    -0.824	
   515	 2.146	       NaN	       NaN	       NaN	
   516	 2.150	     0.999	     0.006	    -0.831	
   517	 2.154	     1.657	     0.007	    -1.530	
   518	 2.158	       NaN	       NaN	       NaN	
   519	 2.162	     1.629	     0.006	    -1.396	
   520	 2.167	     1.149	     0.006	    -0.919	
   521	 2.171	       NaN	       NaN	       NaN	
   522	 2.175	     1.324	     0.007	    -1.276	
   523	 2.179	     1.387	     0.006	    -1.165	
   524	 2.183	       NaN	       NaN	       NaN	
   525	 2.188	       NaN	       NaN	       NaN	
   526	 2.192	       NaN	       NaN	       NaN	
   527	 2.196	       NaN	       NaN	       NaN	
   528	 2.200	       NaN	       NaN	       NaN	
   529	 2.204	     1.540	     0.008	    -1.536	
   530	 2.208	       NaN	       NaN	       NaN	
   531	 2.213	       NaN	       NaN	       NaN	
   532	 2.217	       NaN	       NaN	       NaN	
   533	 2.221	       NaN	       NaN	       NaN	
   534	 2.225	       NaN	       NaN	       NaN	
   535	 2.229	       NaN	       NaN	       NaN	
   536	 2.233	       NaN	       NaN	       NaN	
   537	 2.237	       NaN	       NaN	       NaN	
   538	 2.242	       NaN	       NaN	       NaN	
   539	 2.246	       NaN	       NaN	       NaN	
   540	 2.250	       NaN	       NaN	       NaN	
   541	 2.254	       NaN	       NaN	       NaN	
   542	 2.258	       NaN	       NaN	       NaN	
   543	 2.263	       NaN	       NaN	       NaN	
   544	 2.267	       NaN	       NaN	       NaN	
   545	 2.271	       NaN	       NaN	       NaN	
   546	 2.275	     1.310	     0.007	    -1.165	
   547	 2.279	       NaN	       NaN	       NaN	
   548	 2.283	       NaN	       NaN	       NaN	
   549	 2.287	       NaN	       NaN	       NaN	
   550	 2.292	     1.112	     0.006	    -0.937	
   551	 2.296	       NaN	       NaN	       NaN	
   552	 2.300	     0.878	     0.006	    -0.752	
   553	 2.304	     2.080	     0.008	    -2.004	
   554	 2.308	       NaN	       NaN	       NaN	
   555	 2.313	     1.138	     0.006	    -1.019	
   556	 2.317	     0.830	     0.005	    -0.586	
   557	 2.321	     1.359	     0.006	    -1.174	
   558	 2.325	     0.842	     0.005	    -0.635	
   559	 2.329	     1.006	     0.006	    -0.859	
   560	 2.333	     1.020	     0.006	    -0.852	
   561	 2.338	     1.120	     0.006	    -0.954	
   562	 2.342	     0.930	     0.005	    -0.720	
   563	 2.346	     1.027	     0.006	    -0.873	
   564	 2.350	     1.021	     0.007	    -0.942	
   565	 2.354	     1.122	     0.007	    -1.059	
   566	 2.358	     0.999	     0.006	    -0.901	
